key,species,link
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/243346270/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/243346253/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242657163/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242657168/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242657180/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242701310/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242410112/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242410133/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242743815/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242031315/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/227243067/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/227243079/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/227243039/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/227243115/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/243209297/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/243209268/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/243078889/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/28259617/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/28259584/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242492886/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/236800200/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/236800282/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/236800238/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/236800327/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242987499/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242987517/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242987538/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/238327587/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/243013174/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/243422744/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242397833/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/29814504/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/243423577/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/243423509/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242656573/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/243073288/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/243073281/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/243072335/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242648144/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242648154/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242648129/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242999929/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242808544/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242808673/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/235122474/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/235122489/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/241764057/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/239313935/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/239313924/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/239313953/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/237421741/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/241103929/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/241103644/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/240400736/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/241592171/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/241291870/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/167574714/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/237718459/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/241291970/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/241501842/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/238288531/original.jpg
2548311,Trametes versicolor,https://static.inaturalist.org/photos/228297839/original.jpg
2548311,Trametes versicolor,https://static.inaturalist.org/photos/228297967/original.jpg
2548311,Trametes versicolor,https://static.inaturalist.org/photos/228300190/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/241876949/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/241876932/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/241851093/original.jpeg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/242216447/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/241268108/original.jpg
2548311,Trametes versicolor,https://inaturalist-open-data.s3.amazonaws.com/photos/241268129/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/243280752/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/243280804/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/243059362/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/243059346/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/243059377/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/212460055/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/243443100/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/241485964/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/241485913/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/241485939/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238649760/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238649743/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238649732/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237765040/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237765047/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/240116771/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238244299/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/228039753/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238105830/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238105812/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/230098573/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/230098601/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/230098654/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/227958505/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/228721992/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/240171729/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/240171716/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237880513/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237880492/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236850935/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236850954/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236850966/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/234779119/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/234779116/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236928084/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236928097/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236928069/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237747330/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237747353/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237747386/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/239460217/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/227127787/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237525995/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237526014/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237526027/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/227820226/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/227820412/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/227820274/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/227820319/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236328003/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236328149/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236328253/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236334775/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236334708/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236334738/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236331751/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238014783/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238014740/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238014722/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238014758/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238014802/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237954617/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237954666/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237954644/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/225490280/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/225490222/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/225490242/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/225490265/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238218768/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238218781/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238218788/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237945870/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237945827/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237945843/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237945976/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237945928/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237946003/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237945953/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/97352405/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/97352373/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238198272/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238198287/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236023805/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236023676/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236126450/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237747126/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237747148/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/237747135/original.jpeg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/231463212/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/230193257/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/230776478/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/230776438/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/238365802/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236586195/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236586214/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236586163/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236169408/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236169418/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236169383/original.jpg
5243168,Chlorophyllum molybdites,https://inaturalist-open-data.s3.amazonaws.com/photos/236169434/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243242157/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243242184/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/33252217/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/241320535/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/241320437/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/241320467/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/241320520/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/241320453/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/241320484/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/241320505/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242837983/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243262617/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243262664/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243262631/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243262647/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242492840/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243414123/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243089298/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243089288/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242867094/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242867083/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242696778/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242696786/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242696755/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242691391/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242696798/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/29513596/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/29513581/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/29513577/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/29513574/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/29513587/original.jpeg
2553087,Stereum complicatum,https://static.inaturalist.org/photos/30471970/original.jpg
2553087,Stereum complicatum,https://static.inaturalist.org/photos/30471979/original.jpg
2553087,Stereum complicatum,https://static.inaturalist.org/photos/30471977/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242995070/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243434432/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243071228/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243071210/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243071199/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243071242/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/241893721/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/235548792/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/243075707/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/241633590/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242254627/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242254797/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242254830/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242254880/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/238288833/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/241818234/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242246176/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/241266861/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242126804/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242032094/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/242037677/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/241266998/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/238331092/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/240889128/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/240889187/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/240889153/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/241103494/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/23593552/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/240122428/original.jpeg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/240514440/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/239687120/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/240855406/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/238328380/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/238012226/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/238012205/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/238012245/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/238012216/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/239937101/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/232883210/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/238328194/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/237129105/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/237064409/original.jpg
2553087,Stereum complicatum,https://inaturalist-open-data.s3.amazonaws.com/photos/237064296/original.jpg
